Entrez ID	Gene Symbol	Gene Name	Refseq mRNA	Refseq Protein (linked to MSKCC Mapback)	Ensembl Gene ID	UCSC Genomic Coordinates	GO Categories	Sources 
3662	IRF4	interferon regulatory factor 4	NM_002460	NP_002451.2	ENSG00000137265	chr6:338152 - 352598	"intracellular;nucleus;positive regulation of interleukin-10 biosynthetic process;positive regulation of interleukin-13 biosynthetic process;positive regulation of interleukin-2 biosynthetic process;positive regulation of interleukin-4 biosynthetic process;positive regulation of transcription;regulation of T-helper cell differentiation;regulation of transcription, DNA-dependent;RNA polymerase II transcription factor activity;T cell activation;transcription;transcription factor activity;transcription factor b"	"Futreal et al 2004, Mitelman 2000, Entrez Query:Oncogene, Translocation"
3688	ITGB1	"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"	"NM_033669, NM_033668, NM_133376, NM_033667, NM_033666"	"NP_391989.1, NP_391988.1, NP_596867.1, NP_391987.1, NP_389647.1"	ENSG00000150093	chr10:33230503 - 33264492	cell adhesion;cell migration;cell-matrix adhesion;cellular defense response;homophilic cell adhesion;identical protein binding;integral to membrane;integrin complex;integrin-mediated signaling pathway;membrane;multicellular organismal development;protein binding;protein heterodimerization activity;receptor activity;ruffle	"Tumor Suppressor, Entrez Query:Oncogene"
3704	ITPA	inosine triphosphatase (nucleoside triphosphate pyrophosphatase)	"NM_181493, NM_033453"	"NP_852470.1, NP_258412.1"	ENSG00000125877	chr20:3138197 - 3152108	hydrolase activity;nucleoside-triphosphate diphosphatase activity;nucleotide metabolic process	"Stability, Entrez Query:Oncogene"
23081	JMJD2C	jumonji domain containing 2C	NM_015061	NP_055876.2	ENSG00000107077	chr9:6782988 - 7164729	"biological_process;cellular_component;chromatin modification;iron ion binding;metal ion binding;molecular_function;nucleic acid binding;nucleus;oxidoreductase activity;oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen;protein binding;regulation of transcription, DNA-dependent;transcription;zinc ion binding"	Entrez Query:Oncogene
3725	JUN	jun oncogene	NM_002228	NP_002219.1	ENSG00000177606	chr1:59020334 - 59021330	"cellular process;leading edge cell differentiation;nuclear chromosome;nucleus;positive regulation of transcription from RNA polymerase II promoter;protein dimerization activity;regulation of progression through cell cycle;regulation of transcription, DNA-dependent;RNA polymerase II transcription factor activity;sequence-specific DNA binding;transcription;transcription factor activity;transcription factor complex"	"Androgen Receptor, EGFR1, TGFBR, Stability, Entrez Query:Oncogene"
3726	JUNB	jun B proto-oncogene	NM_002229	NP_002220.1	ENSG00000171223	chr19:12763585 - 12764629	cellular process;chromatin;nucleus;protein dimerization activity;regulation of progression through cell cycle;regulation of transcription from RNA polymerase II promoter;RNA polymerase II transcription factor activity;sequence-specific DNA binding;transcription;transcription coactivator activity;transcription corepressor activity;transcription factor activity	"TGFBR, Entrez Query:Oncogene"
3727	JUND	jun D proto-oncogene	NM_005354	NP_005345.3	ENSG00000130522	chr19:18252250 - 18253294	chromatin;nucleus;protein dimerization activity;regulation of transcription from RNA polymerase II promoter;RNA polymerase II transcription factor activity;sequence-specific DNA binding;transcription;transcription factor activity	"EGFR1, TGFBR, Entrez Query:Oncogene"
3728	JUP	junction plakoglobin	NM_021991	NP_068831.1	ENSG00000173801	chr17:37165521 - 37181632	binding;cell adhesion;cell-cell adherens junction;cytoplasm;cytoskeletal protein binding;cytoskeleton;cytosol;desmosome;membrane fraction;soluble fraction;structural molecule activity;Wnt receptor signaling pathway	"Protein Kinase, Tumor Suppressor, Entrez Query:Oncogene"
9798	KIAA0174	KIAA0174	NM_014761	NP_055576.2	ENSG00000182149	chr16:70507044 - 70519203	ER-Golgi intermediate compartment;protein binding	Entrez Query:Oncogene
3815	KIT	v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog	"NM_000222, NM_001093772"	"NP_000213.1, NP_001087241.1"	ENSG00000157404	chr4:55218938 - 55299480	ATP binding;cytokine and chemokine mediated signaling pathway;external side of plasma membrane;hemopoiesis;integral to membrane;membrane;nucleotide binding;peptidyl-tyrosine phosphorylation;pigmentation during development;protein amino acid dephosphorylation;protein binding;protein kinase cascade;receptor activity;receptor signaling protein tyrosine kinase activity;response to radiation;signal transduction;stem cell factor receptor activity;transferase activity;transmembrane receptor protein tyrosine kinase	"Kit Receptor, Futreal et al 2004, Vogelstein and Kinzler 2004, Protein Kinase, Tumor Suppressor, Tyrosine Kinase, Entrez Query:Oncogene, Missense mutation"
1316	KLF6	Kruppel-like factor 6	NM_001300	NP_001291.3	ENSG00000067082	chr10:3811730 - 3817206	"B cell differentiation;biological_process;cell growth;cellular_component;DNA binding;intracellular;metal ion binding;molecular_function;nucleic acid binding;nucleus;regulation of transcription, DNA-dependent;transcription;transcriptional activator activity;zinc ion binding"	"Futreal et al 2004, Stability, Tumor Suppressor, Entrez Query:Oncogene, Missense mutation, Nonsense mutation"
3816	KLK1	kallikrein 1	NM_002257	NP_002248.1	ENSG00000167748	chr19:56014261 - 56018816	cellular_component;peptidase activity;proteolysis;tissue kallikrein activity	Entrez Query:Oncogene
3845	KRAS	v-Ki-ras2 Kirsten rat sarcoma viral oncogene homolog	"NM_004985, NM_033360"	"NP_004976.2, NP_203524.1"	ENSG00000133703	chr12:25259641 - 25289585	GTP binding;GTPase activity;intracellular;membrane;nucleotide binding;protein binding;regulation of progression through cell cycle;sensory perception of sound;small GTPase mediated signal transduction	"EGFR1, Futreal et al 2004, Vogelstein and Kinzler 2004, Tumor Suppressor, Entrez Query:Oncogene, Missense mutation"
3861	KRT14	"keratin 14 (epidermolysis bullosa simplex, Dowling-Meara, Koebner)"	NM_000526	NP_000517.2	ENSG00000186847	chr17:36992212 - 36996612	biological_process;cellular_component;epidermis development;intermediate filament;keratin filament;protein binding;structural constituent of cytoskeleton;structural constituent of epidermis	Entrez Query:Oncogene
3932	LCK	lymphocyte-specific protein tyrosine kinase	NM_005356	NP_005347.3	ENSG00000182866	chr1:32512517 - 32523904	ATP binding;ATPase binding;caspase activation;CD4 receptor binding;CD8 receptor binding;glycoprotein binding;hemopoiesis;induction of apoptosis;intracellular signaling cascade;lipid raft;nucleotide binding;pericentriolar material;phosphoinositide 3-kinase binding;plasma membrane;positive regulation of T cell activation;positive regulation of T cell receptor signaling pathway;protein amino acid phosphorylation;protein C-terminus binding;protein kinase binding;protein serine/threonine phosphatase activity;pro	"NOTCH, Futreal et al 2004, Mitelman 2000, Protein Kinase, Tyrosine Kinase, Entrez Query:Oncogene, Translocation"
3934	LCN2	lipocalin 2 (oncogene 24p3)	NM_005564	NP_005555.2	ENSG00000148346	chr9:129951625 - 129955219	binding;cytoplasm;soluble fraction;transport;transporter activity	"Stability, Tumor Suppressor, Entrez Query:Oncogene"
25875	LETMD1	LETM1 domain containing 1	"NM_001024668, NM_015416"	"NP_001019839.1, NP_056231.3"	ENSG00000050426	chr12:49728406 - 49739481		"Tumor Suppressor, Entrez Query:Oncogene"
4005	LMO2	LIM domain only 2 (rhombotin-like 1)	NM_005574	NP_005565.2	ENSG00000135363	chr11:33837477 - 33847508	metal ion binding;multicellular organismal development;nucleus;protein binding;zinc ion binding	"Futreal et al 2004, Mitelman 2000, Entrez Query:Oncogene, Translocation"
8543	LMO4	LIM domain only 4	NM_006769	NP_006760.1	ENSG00000143013	chr1:87570286 - 87583067	"metal ion binding;neural tube closure;regulation of transcription, DNA-dependent;transcription;transcription factor activity;transcription factor binding;transcription factor complex;transcription from RNA polymerase II promoter;zinc ion binding"	Entrez Query:Oncogene
27257	LSM1	"LSM1 homolog, U6 small nuclear RNA associated (S. cerevisiae)"	NM_014462	NP_055277.1	ENSG00000175324	chr8:38140344 - 38152995	"mRNA processing;nucleus;protein binding;ribonucleoprotein complex;RNA splicing;RNA splicing factor activity, transesterification mechanism"	Entrez Query:Oncogene
4067	LYN	v-yes-1 Yamaguchi sarcoma viral related oncogene homolog	"NM_001111097, NM_002350"	"NP_001104567.1, NP_002341.1"	ENSG00000147507	chr8:57016972 - 57085223	ATP binding;cytoplasm;erythrocyte differentiation;erythropoietin receptor binding;hemoglobin biosynthetic process;intracellular signaling cascade;nucleotide binding;nucleus;positive regulation of cell proliferation;positive regulation of tyrosine phosphorylation of STAT protein;protein amino acid phosphorylation;protein binding;receptor signaling protein tyrosine kinase activity;response to hormone stimulus;transferase activity	"Kit Receptor, Protein Kinase, Tumor Suppressor, Tyrosine Kinase, Entrez Query:Oncogene"
10226	M6PRBP1	mannose-6-phosphate receptor binding protein 1	NM_005817	NP_005808.2	ENSG00000105355	chr19:4790203 - 4812406	cytoplasm;endosome;Golgi apparatus;membrane;vesicle-mediated transport	"Stability, Entrez Query:Oncogene"
8379	MAD1L1	MAD1 mitotic arrest deficient-like 1 (yeast)	NM_003550	NP_003541.2	ENSG00000002822	chr7:1822231 - 2236294	cell cycle;cell division;centrosome;mitotic anaphase;mitotic checkpoint;mitotic metaphase;mitotic telophase;molecular_function;nucleus;spindle	"Tumor Suppressor, Entrez Query:Oncogene"
10296	MAEA	macrophage erythroblast attacher	"NM_001017405, NM_005882"	"NP_001017405.1, NP_005873.2"	ENSG00000090316	chr4:1273701 - 1322957	apoptosis;cell adhesion;integral to plasma membrane;membrane fraction;multicellular organismal development	Entrez Query:Oncogene
4094	MAF	v-maf musculoaponeurotic fibrosarcoma oncogene homolog (avian)	"NM_001031804, NM_005360"	"NP_001026974.1, NP_005351.2"	ENSG00000178573	chr16:78185857 - 78191300	"chromatin;cytokine production;cytoplasm;nucleus;positive regulation of transcription from RNA polymerase II promoter;protein dimerization activity;regulation of transcription, DNA-dependent;RNA polymerase II transcription factor activity;sequence-specific DNA binding;transcription factor activity;transcription from RNA polymerase II promoter"	"Futreal et al 2004, Mitelman 2000, Entrez Query:Oncogene, Translocation"
389692	MAFA	v-maf musculoaponeurotic fibrosarcoma oncogene homolog A (avian)	NM_201589	NP_963883.2	ENSG00000182759	chr8:144582657 - 144583719	"nucleus;protein heterodimerization activity;protein homodimerization activity;regulation of transcription, DNA-dependent;response to glucose stimulus;sequence-specific DNA binding;transcription factor activity"	"Stability, Entrez Query:Oncogene"
9935	MAFB	v-maf musculoaponeurotic fibrosarcoma oncogene homolog B (avian)	NM_005461	NP_005452.2	ENSG00000179050	chr20:38749932 - 38750904	inner ear morphogenesis;negative regulation of erythrocyte differentiation;nucleus;positive regulation of transcription from RNA polymerase II promoter;protein dimerization activity;respiratory gaseous exchange;segment specification;sensory organ development;sequence-specific DNA binding;transcription;transcription factor activity;transcription factor binding;transcription factor complex	"Futreal et al 2004, Mitelman 2000, Entrez Query:Oncogene, Translocation"
23764	MAFF	v-maf musculoaponeurotic fibrosarcoma oncogene homolog F (avian)	NM_012323	NP_690617.1	ENSG00000185022	chr22:36939806 - 36940831	"in utero embryonic development;nucleus;parturition;protein dimerization activity;regulation of epidermal cell differentiation;regulation of transcription, DNA-dependent;sequence-specific DNA binding;transcription;transcription factor activity;transcription from RNA polymerase II promoter"	Entrez Query:Oncogene
4097	MAFG	v-maf musculoaponeurotic fibrosarcoma oncogene homolog G (avian)	NM_032711	NP_116100.2	ENSG00000197063	chr17:77473772 - 77474353	"adult behavior;chromatin;in utero embryonic development;nucleus;protein dimerization activity;regulation of cell proliferation;regulation of epidermal cell differentiation;regulation of transcription, DNA-dependent;sequence-specific DNA binding;transcription;transcription factor activity;transcription from RNA polymerase II promoter"	Entrez Query:Oncogene
7975	MAFK	v-maf musculoaponeurotic fibrosarcoma oncogene homolog K (avian)			ENSG00000198517	chr7:null	"chromatin;nucleus;protein dimerization activity;regulation of transcription, DNA-dependent;sequence-specific DNA binding;transcription;transcription factor activity"	Entrez Query:Oncogene
84441	MAML2	mastermind-like 2 (Drosophila)	NM_032427	NP_115803.1		chr11:95351759 - 95714707	"Notch signaling pathway;nucleus;positive regulation of transcription from RNA polymerase II promoter;regulation of transcription, DNA-dependent;transcription;transcription coactivator activity"	"NOTCH, Futreal et al 2004, Mitelman 2000, Entrez Query:Oncogene, Translocation"
5606	MAP2K3	mitogen-activated protein kinase kinase 3	NM_002756	NP_002747.2	ENSG00000034152	chr17:21128825 - 21158135	"ATP binding;MAP kinase kinase activity;nucleotide binding;positive regulation of protein kinase activity;positive regulation of transcription, DNA-dependent;protein amino acid phosphorylation;protein binding;protein serine/threonine kinase activity;protein-tyrosine kinase activity;signal transduction;transferase activity"	"Protein Kinase, Stability, Entrez Query:Oncogene"
1326	MAP3K8	mitogen-activated protein kinase kinase kinase 8	NM_005204	NP_005195.2	ENSG00000107968	chr10:30767873 - 30789771	ATP binding;cytosol;nucleotide binding;protein amino acid phosphorylation;protein binding;protein kinase activity;protein serine/threonine kinase activity;transferase activity	"TNF_alpha_NF_kB, Protein Kinase, Stability, Entrez Query:Oncogene"
5594	MAPK1	mitogen-activated protein kinase 1	NM_002745	NP_620407.1	ENSG00000100030	chr22:20453492 - 20551730	ATP binding;cell cycle;chemotaxis;cytoplasm;cytosine metabolic process;induction of apoptosis;MAP kinase activity;MAPKKK cascade;negative regulation of cell differentiation;nucleotide binding;nucleus;organ morphogenesis;phosphotyrosine binding;protein amino acid phosphorylation;protein binding;protein serine/threonine kinase activity;response to DNA damage stimulus;signal transduction;synaptic transmission;transferase activity	"Protein Kinase, Stability, Tumor Suppressor, Entrez Query:Oncogene"
